'Assembly Accession'	'SRA Accession'	'Prob_Chromosome'	'Prob_Plasmid'	'Prediction'	'Contig_name'	'Contig_length'
GCA_002202175.1	SRR5167859	0.983277056421002	0.0167229435789978	"Chromosome"	"SRR5167859_202105251828_3_length_509518_cov_45.169308"	509518
GCA_002202175.1	SRR5167859	0.974706046824217	0.0252939531757829	"Chromosome"	"SRR5167859_202105251828_4_length_468813_cov_48.335807"	468813
GCA_002202175.1	SRR5167859	0.982509407485337	0.0174905925146632	"Chromosome"	"SRR5167859_202105251828_5_length_387500_cov_46.063412"	387500
GCA_002202175.1	SRR5167859	0.976856963639487	0.0231430363605126	"Chromosome"	"SRR5167859_202105251828_6_length_381417_cov_48.655318"	381417
GCA_002202175.1	SRR5167859	0.979234245455819	0.0207657545441806	"Chromosome"	"SRR5167859_202105251828_7_length_268974_cov_46.090661"	268974
GCA_002202175.1	SRR5167859	0.966582228536155	0.0334177714638447	"Chromosome"	"SRR5167859_202105251828_8_length_244708_cov_48.681001"	244708
GCA_002202175.1	SRR5167859	0.958382234021463	0.0416177659785373	"Chromosome"	"SRR5167859_202105251828_9_length_209747_cov_52.389643"	209747
GCA_002202175.1	SRR5167859	0.963909550908609	0.0360904490913913	"Chromosome"	"SRR5167859_202105251828_10_length_209445_cov_46.149294"	209445
GCA_002202175.1	SRR5167859	0.98324018646805	0.0167598135319504	"Chromosome"	"SRR5167859_202105251828_11_length_190927_cov_47.607851"	190927
GCA_002202175.1	SRR5167859	0.969144815494255	0.0308551845057446	"Chromosome"	"SRR5167859_202105251828_12_length_173831_cov_49.127378"	173831
GCA_002202175.1	SRR5167859	0.97406278446736	0.0259372155326398	"Chromosome"	"SRR5167859_202105251828_13_length_159190_cov_48.055337"	159190
GCA_002202175.1	SRR5167859	0.0311624343923219	0.968837565607678	"Plasmid"	"SRR5167859_202105251828_14_length_134940_cov_72.052784"	134940
GCA_002202175.1	SRR5167859	0.970698805982	0.0293011940179996	"Chromosome"	"SRR5167859_202105251828_15_length_124147_cov_46.832696"	124147
GCA_002202175.1	SRR5167859	0.965308395855878	0.034691604144122	"Chromosome"	"SRR5167859_202105251828_16_length_109547_cov_48.408865"	109547
GCA_002202175.1	SRR5167859	0.957907367511778	0.0420926324882225	"Chromosome"	"SRR5167859_202105251828_17_length_90709_cov_46.485240"	90709
GCA_002202175.1	SRR5167859	0.959189896837576	0.0408101031624238	"Chromosome"	"SRR5167859_202105251828_18_length_85495_cov_43.396917"	85495
GCA_002202175.1	SRR5167859	0.129388533528288	0.870611466471712	"Plasmid"	"SRR5167859_202105251828_19_length_74706_cov_65.799448"	74706
GCA_002202175.1	SRR5167859	0.981095796161046	0.0189042038389537	"Chromosome"	"SRR5167859_202105251828_20_length_51382_cov_44.305063"	51382
GCA_002202175.1	SRR5167859	0.976582089377217	0.0234179106227829	"Chromosome"	"SRR5167859_202105251828_21_length_41646_cov_54.646812"	41646
GCA_002202175.1	SRR5167859	0.902577361258714	0.0974226387412864	"Chromosome"	"SRR5167859_202105251828_22_length_32490_cov_55.148874"	32490
GCA_002202175.1	SRR5167859	0.942939167185665	0.0570608328143354	"Chromosome"	"SRR5167859_202105251828_23_length_30045_cov_45.058627"	30045
GCA_002202175.1	SRR5167859	0.373125345114011	0.626874654885989	"Plasmid"	"SRR5167859_202105251828_24_length_25302_cov_93.370447"	25302
GCA_002202175.1	SRR5167859	0.908240865359266	0.0917591346407342	"Chromosome"	"SRR5167859_202105251828_25_length_23711_cov_55.936270"	23711
GCA_002202175.1	SRR5167859	0.96817668663847	0.0318233133615297	"Chromosome"	"SRR5167859_202105251828_26_length_23697_cov_54.811922"	23697
GCA_002202175.1	SRR5167859	0.132015180732535	0.867984819267465	"Plasmid"	"SRR5167859_202105251828_27_length_14455_cov_89.440187"	14455
GCA_002202175.1	SRR5167859	0.0729411370635491	0.927058862936451	"Plasmid"	"SRR5167859_202105251828_28_length_13645_cov_76.833333"	13645
GCA_002202175.1	SRR5167859	0.944479750623646	0.0555202493763539	"Chromosome"	"SRR5167859_202105251828_29_length_10775_cov_66.928813"	10775
GCA_002202175.1	SRR5167859	0.222265705535235	0.777734294464765	"Plasmid"	"SRR5167859_202105251828_30_length_10260_cov_159.930129"	10260
GCA_002202175.1	SRR5167859	0.0900674532106006	0.909932546789399	"Plasmid"	"SRR5167859_202105251828_31_length_6774_cov_61.002257"	6774
GCA_002202175.1	SRR5167859	0.0618619974683754	0.938138002531625	"Plasmid"	"SRR5167859_202105251828_32_length_6234_cov_143.277059"	6234
GCA_002202175.1	SRR5167859	0.000716804389954695	0.999283195610045	"Plasmid"	"SRR5167859_202105251828_33_length_5291_cov_75.180287"	5291
GCA_002202175.1	SRR5167859	0.977262013391425	0.0227379866085747	"Chromosome"	"SRR5167859_202105251828_34_length_4934_cov_359.345330"	4934
GCA_002202175.1	SRR5167859	0.944578739318296	0.0554212606817043	"Chromosome"	"SRR5167859_202105251828_35_length_4369_cov_58.116926"	4369
GCA_002202175.1	SRR5167859	0.643040149800649	0.356959850199351	"Chromosome"	"SRR5167859_202105251828_36_length_4200_cov_23.359931"	4200
GCA_002202175.1	SRR5167859	0.946937131215945	0.0530628687840554	"Chromosome"	"SRR5167859_202105251828_37_length_3089_cov_60.637070"	3089
GCA_002202175.1	SRR5167859	0.975604311825684	0.0243956881743159	"Chromosome"	"SRR5167859_202105251828_38_length_2890_cov_55.533116"	2890
GCA_002202175.1	SRR5167859	0.561138235999632	0.438861764000368	"Chromosome"	"SRR5167859_202105251828_39_length_2854_cov_76.493583"	2854
GCA_002202175.1	SRR5167859	0.996805800319455	0.00319419968054513	"Chromosome"	"SRR5167859_202105251828_40_length_2839_cov_51.009218"	2839
GCA_002202175.1	SRR5167859	0.900380160421512	0.0996198395784881	"Chromosome"	"SRR5167859_202105251828_41_length_2581_cov_265.030562"	2581
GCA_002202175.1	SRR5167859	0.97085109716993	0.0291489028300702	"Chromosome"	"SRR5167859_202105251828_42_length_2532_cov_207.002911"	2532
GCA_002202175.1	SRR5167859	0.994450711354698	0.00554928864530191	"Chromosome"	"SRR5167859_202105251828_43_length_2503_cov_30.987374"	2503
GCA_002202175.1	SRR5167859	0.0233704932096468	0.976629506790353	"Plasmid"	"SRR5167859_202105251828_44_length_2439_cov_101.397491"	2439
GCA_002202175.1	SRR5167859	0.227427080040256	0.772572919959744	"Plasmid"	"SRR5167859_202105251828_45_length_2388_cov_220.459531"	2388
GCA_002202175.1	SRR5167859	8.85909168080179e-06	0.999991140908319	"Plasmid"	"SRR5167859_202105251828_46_length_1844_cov_347.940012"	1844
GCA_002202175.1	SRR5167859	0.993639311065176	0.00636068893482389	"Chromosome"	"SRR5167859_202105251828_47_length_1778_cov_51.809207"	1778
GCA_002202175.1	SRR5167859	0.00169427409434986	0.99830572590565	"Plasmid"	"SRR5167859_202105251828_48_length_1761_cov_152.243574"	1761
GCA_002202175.1	SRR5167859	0.99766961862475	0.00233038137525021	"Chromosome"	"SRR5167859_202105251828_49_length_1753_cov_53.173432"	1753
GCA_002202175.1	SRR5167859	0.0128550626916846	0.987144937308315	"Plasmid"	"SRR5167859_202105251828_50_length_1676_cov_167.020013"	1676
GCA_002202175.1	SRR5167859	0.424725887296004	0.575274112703996	"Plasmid"	"SRR5167859_202105251828_51_length_1596_cov_150.710007"	1596
GCA_002202175.1	SRR5167859	0.949617421210088	0.0503825787899119	"Chromosome"	"SRR5167859_202105251828_52_length_1512_cov_55.863538"	1512
GCA_002202175.1	SRR5167859	0.827252761597323	0.172747238402677	"Chromosome"	"SRR5167859_202105251828_53_length_1354_cov_221.488183"	1354
GCA_002202175.1	SRR5167859	0.0799966585085261	0.920003341491474	"Plasmid"	"SRR5167859_202105251828_54_length_1180_cov_59.844255"	1180
GCA_002202175.1	SRR5167859	0.983057826773727	0.0169421732262732	"Chromosome"	"SRR5167859_202105251828_55_length_1070_cov_105.292683"	1070
GCA_002202175.1	SRR5167859	0.821254672791094	0.178745327208906	"Chromosome"	"SRR5167859_202105251828_56_length_1026_cov_111.634038"	1026
GCA_002180195.1	SRR5168210	0.97532991483354	0.0246700851664596	"Chromosome"	"SRR5168210_202105251828_1_length_590900_cov_53.829044"	590900
GCA_002180195.1	SRR5168210	0.983198864310424	0.0168011356895755	"Chromosome"	"SRR5168210_202105251828_2_length_449677_cov_48.455140"	449677
GCA_002180195.1	SRR5168210	0.966103582467753	0.033896417532247	"Chromosome"	"SRR5168210_202105251828_3_length_398100_cov_52.352652"	398100
GCA_002180195.1	SRR5168210	0.979363880487911	0.0206361195120892	"Chromosome"	"SRR5168210_202105251828_4_length_323114_cov_59.879373"	323114
GCA_002180195.1	SRR5168210	0.980411749541678	0.0195882504583224	"Chromosome"	"SRR5168210_202105251828_5_length_234833_cov_53.351870"	234833
GCA_002180195.1	SRR5168210	0.969352867479264	0.0306471325207363	"Chromosome"	"SRR5168210_202105251828_6_length_234572_cov_57.790245"	234572
GCA_002180195.1	SRR5168210	0.976476039954702	0.0235239600452978	"Chromosome"	"SRR5168210_202105251828_7_length_209517_cov_55.557157"	209517
GCA_002180195.1	SRR5168210	0.977308660866031	0.0226913391339695	"Chromosome"	"SRR5168210_202105251828_8_length_178522_cov_53.911298"	178522
GCA_002180195.1	SRR5168210	0.959977898886574	0.0400221011134257	"Chromosome"	"SRR5168210_202105251828_9_length_163003_cov_60.217184"	163003
GCA_002180195.1	SRR5168210	0.961905053776043	0.0380949462239569	"Chromosome"	"SRR5168210_202105251828_10_length_159190_cov_59.489705"	159190
GCA_002180195.1	SRR5168210	0.973235903234052	0.0267640967659484	"Chromosome"	"SRR5168210_202105251828_11_length_153044_cov_59.359437"	153044
GCA_002180195.1	SRR5168210	0.969774315885476	0.0302256841145242	"Chromosome"	"SRR5168210_202105251828_12_length_141418_cov_62.639602"	141418
GCA_002180195.1	SRR5168210	0.969219478710915	0.0307805212890851	"Chromosome"	"SRR5168210_202105251828_13_length_136620_cov_47.528694"	136620
GCA_002180195.1	SRR5168210	0.958029788762427	0.0419702112375729	"Chromosome"	"SRR5168210_202105251828_14_length_135672_cov_61.155793"	135672
GCA_002180195.1	SRR5168210	0.964524649507868	0.0354753504921316	"Chromosome"	"SRR5168210_202105251828_15_length_124192_cov_60.958731"	124192
GCA_002180195.1	SRR5168210	0.970672313313088	0.0293276866869118	"Chromosome"	"SRR5168210_202105251828_16_length_117813_cov_53.362201"	117813
GCA_002180195.1	SRR5168210	0.965591524145292	0.0344084758547079	"Chromosome"	"SRR5168210_202105251828_17_length_109241_cov_63.025075"	109241
GCA_002180195.1	SRR5168210	0.962025001078904	0.0379749989210958	"Chromosome"	"SRR5168210_202105251828_18_length_106673_cov_57.534665"	106673
GCA_002180195.1	SRR5168210	0.976327234142953	0.0236727658570467	"Chromosome"	"SRR5168210_202105251828_19_length_95623_cov_59.470795"	95623
GCA_002180195.1	SRR5168210	0.96042171762338	0.0395782823766201	"Chromosome"	"SRR5168210_202105251828_20_length_94486_cov_53.034697"	94486
GCA_002180195.1	SRR5168210	0.987004525825416	0.0129954741745841	"Chromosome"	"SRR5168210_202105251828_21_length_91742_cov_51.967112"	91742
GCA_002180195.1	SRR5168210	0.985439997147571	0.0145600028524286	"Chromosome"	"SRR5168210_202105251828_22_length_76240_cov_60.014347"	76240
GCA_002180195.1	SRR5168210	0.933592461517408	0.0664075384825918	"Chromosome"	"SRR5168210_202105251828_23_length_75430_cov_51.110660"	75430
GCA_002180195.1	SRR5168210	0.979604814969413	0.0203951850305873	"Chromosome"	"SRR5168210_202105251828_24_length_70102_cov_54.045874"	70102
GCA_002180195.1	SRR5168210	0.131653893441187	0.868346106558813	"Plasmid"	"SRR5168210_202105251828_25_length_70050_cov_101.704961"	70050
GCA_002180195.1	SRR5168210	0.986564350985937	0.0134356490140631	"Chromosome"	"SRR5168210_202105251828_26_length_59732_cov_46.715611"	59732
GCA_002180195.1	SRR5168210	0.94880316768667	0.0511968323133299	"Chromosome"	"SRR5168210_202105251828_27_length_43646_cov_63.569912"	43646
GCA_002180195.1	SRR5168210	0.976582089377217	0.0234179106227829	"Chromosome"	"SRR5168210_202105251828_28_length_41646_cov_63.588429"	41646
GCA_002180195.1	SRR5168210	0.982430964432969	0.017569035567031	"Chromosome"	"SRR5168210_202105251828_29_length_31768_cov_74.009955"	31768
GCA_002180195.1	SRR5168210	0.912851471980817	0.0871485280191828	"Chromosome"	"SRR5168210_202105251828_30_length_30045_cov_61.425496"	30045
GCA_002180195.1	SRR5168210	0.951590061517705	0.0484099384822951	"Chromosome"	"SRR5168210_202105251828_31_length_29881_cov_73.709048"	29881
GCA_002180195.1	SRR5168210	0.983523329837432	0.0164766701625677	"Chromosome"	"SRR5168210_202105251828_32_length_27948_cov_55.554437"	27948
GCA_002180195.1	SRR5168210	0.982045926022391	0.0179540739776094	"Chromosome"	"SRR5168210_202105251828_33_length_26687_cov_51.613238"	26687
GCA_002180195.1	SRR5168210	0.99500669108017	0.00499330891983041	"Chromosome"	"SRR5168210_202105251828_34_length_26623_cov_63.905042"	26623
GCA_002180195.1	SRR5168210	0.919229821646879	0.0807701783531207	"Chromosome"	"SRR5168210_202105251828_35_length_15299_cov_56.755339"	15299
GCA_002180195.1	SRR5168210	0.995464099226467	0.00453590077353339	"Chromosome"	"SRR5168210_202105251828_36_length_13175_cov_77.167193"	13175
GCA_002180195.1	SRR5168210	0.466941155720742	0.533058844279258	"Plasmid"	"SRR5168210_202105251828_37_length_11576_cov_102.375404"	11576
GCA_002180195.1	SRR5168210	0.88892414709705	0.11107585290295	"Chromosome"	"SRR5168210_202105251828_38_length_11154_cov_63.388773"	11154
GCA_002180195.1	SRR5168210	0.986271526980427	0.0137284730195735	"Chromosome"	"SRR5168210_202105251828_39_length_10776_cov_65.227815"	10776
GCA_002180195.1	SRR5168210	0.149222756615565	0.850777243384435	"Plasmid"	"SRR5168210_202105251828_40_length_10524_cov_82.127875"	10524
GCA_002180195.1	SRR5168210	0.0466899767224055	0.953310023277595	"Plasmid"	"SRR5168210_202105251828_41_length_10305_cov_121.256534"	10305
GCA_002180195.1	SRR5168210	0.0510936951234946	0.948906304876505	"Plasmid"	"SRR5168210_202105251828_42_length_10186_cov_101.674819"	10186
GCA_002180195.1	SRR5168210	0.973641368445865	0.0263586315541352	"Chromosome"	"SRR5168210_202105251828_43_length_9568_cov_46.030611"	9568
GCA_002180195.1	SRR5168210	0.131943378228597	0.868056621771403	"Plasmid"	"SRR5168210_202105251828_44_length_7748_cov_807.031623"	7748
GCA_002180195.1	SRR5168210	0.633285452651585	0.366714547348415	"Chromosome"	"SRR5168210_202105251828_45_length_6911_cov_72.561616"	6911
GCA_002180195.1	SRR5168210	0.00540133613565574	0.994598663864344	"Plasmid"	"SRR5168210_202105251828_46_length_5346_cov_191.115539"	5346
GCA_002180195.1	SRR5168210	0.993575022996568	0.00642497700343236	"Chromosome"	"SRR5168210_202105251828_47_length_4837_cov_508.521231"	4837
GCA_002180195.1	SRR5168210	0.892877258871415	0.107122741128585	"Chromosome"	"SRR5168210_202105251828_48_length_4458_cov_21.653891"	4458
GCA_002180195.1	SRR5168210	0.944578739318262	0.0554212606817384	"Chromosome"	"SRR5168210_202105251828_49_length_4369_cov_68.479491"	4369
GCA_002180195.1	SRR5168210	0.984820914351395	0.0151790856486052	"Chromosome"	"SRR5168210_202105251828_50_length_4351_cov_8.919981"	4351
GCA_002180195.1	SRR5168210	0.227149358524964	0.772850641475036	"Plasmid"	"SRR5168210_202105251828_51_length_4023_cov_133.709446"	4023
GCA_002180195.1	SRR5168210	0.946937131215945	0.0530628687840554	"Chromosome"	"SRR5168210_202105251828_52_length_3089_cov_54.239028"	3089
GCA_002180195.1	SRR5168210	0.0105571688347162	0.989442831165284	"Plasmid"	"SRR5168210_202105251828_53_length_2849_cov_126.946730"	2849
GCA_002180195.1	SRR5168210	0.493193676402158	0.506806323597842	"Plasmid"	"SRR5168210_202105251828_54_length_2532_cov_399.767983"	2532
GCA_002180195.1	SRR5168210	0.994450711354698	0.00554928864530191	"Chromosome"	"SRR5168210_202105251828_55_length_2503_cov_46.918350"	2503
GCA_002180195.1	SRR5168210	0.0440449994982921	0.955955000501708	"Plasmid"	"SRR5168210_202105251828_56_length_2148_cov_105.097971"	2148
GCA_002180195.1	SRR5168210	0.949900878797282	0.0500991212027182	"Chromosome"	"SRR5168210_202105251828_57_length_2059_cov_216.840062"	2059
GCA_002180195.1	SRR5168210	0.99766961862475	0.00233038137525021	"Chromosome"	"SRR5168210_202105251828_58_length_1753_cov_55.529520"	1753
GCA_002180195.1	SRR5168210	0.00989250044903855	0.990107499550961	"Plasmid"	"SRR5168210_202105251828_59_length_1593_cov_382.988404"	1593
GCA_002180195.1	SRR5168210	0.0530849652582432	0.946915034741757	"Plasmid"	"SRR5168210_202105251828_60_length_1530_cov_244.703493"	1530
GCA_002180195.1	SRR5168210	0.0392917818421091	0.960708218157891	"Plasmid"	"SRR5168210_202105251828_61_length_1480_cov_253.433112"	1480
GCA_002180195.1	SRR5168210	0.36728402040527	0.63271597959473	"Plasmid"	"SRR5168210_202105251828_62_length_1279_cov_8.149306"	1279
GCA_002180195.1	SRR5168210	0.970740865147455	0.0292591348525451	"Chromosome"	"SRR5168210_202105251828_63_length_1210_cov_15.468144"	1210
GCA_002180195.1	SRR5168211	0.974519840803444	0.0254801591965558	"Chromosome"	"SRR5168211_202105251828_1_length_708607_cov_57.474757"	708607
GCA_002180195.1	SRR5168211	0.983173004047215	0.0168269959527849	"Chromosome"	"SRR5168211_202105251828_2_length_449677_cov_51.572217"	449677
GCA_002180195.1	SRR5168211	0.965796051432565	0.0342039485674354	"Chromosome"	"SRR5168211_202105251828_3_length_398594_cov_55.853185"	398594
GCA_002180195.1	SRR5168211	0.979253325726309	0.0207466742736909	"Chromosome"	"SRR5168211_202105251828_4_length_322209_cov_64.577111"	322209
GCA_002180195.1	SRR5168211	0.971086658863727	0.0289133411362732	"Chromosome"	"SRR5168211_202105251828_5_length_260311_cov_64.754827"	260311
GCA_002180195.1	SRR5168211	0.977313859542046	0.0226861404579544	"Chromosome"	"SRR5168211_202105251828_6_length_234833_cov_57.344559"	234833
GCA_002180195.1	SRR5168211	0.967217504675784	0.0327824953242156	"Chromosome"	"SRR5168211_202105251828_7_length_210970_cov_61.291497"	210970
GCA_002180195.1	SRR5168211	0.976511049617432	0.0234889503825682	"Chromosome"	"SRR5168211_202105251828_8_length_209517_cov_59.569311"	209517
GCA_002180195.1	SRR5168211	0.967584900575681	0.0324150994243192	"Chromosome"	"SRR5168211_202105251828_9_length_208428_cov_60.002448"	208428
GCA_002180195.1	SRR5168211	0.972088681125708	0.0279113188742924	"Chromosome"	"SRR5168211_202105251828_10_length_163003_cov_64.419565"	163003
GCA_002180195.1	SRR5168211	0.961905053776047	0.038094946223953	"Chromosome"	"SRR5168211_202105251828_11_length_159190_cov_63.750640"	159190
GCA_002180195.1	SRR5168211	0.973235903234052	0.0267640967659484	"Chromosome"	"SRR5168211_202105251828_12_length_153044_cov_63.330166"	153044
GCA_002180195.1	SRR5168211	0.972390454490038	0.0276095455099624	"Chromosome"	"SRR5168211_202105251828_13_length_141146_cov_66.612371"	141146
GCA_002180195.1	SRR5168211	0.967746071275389	0.0322539287246112	"Chromosome"	"SRR5168211_202105251828_14_length_129377_cov_51.378445"	129377
GCA_002180195.1	SRR5168211	0.964524649507868	0.0354753504921316	"Chromosome"	"SRR5168211_202105251828_15_length_124192_cov_65.175964"	124192
GCA_002180195.1	SRR5168211	0.965591524145292	0.0344084758547079	"Chromosome"	"SRR5168211_202105251828_16_length_109241_cov_67.116209"	109241
GCA_002180195.1	SRR5168211	0.964956012137158	0.0350439878628417	"Chromosome"	"SRR5168211_202105251828_17_length_106673_cov_62.200597"	106673
GCA_002180195.1	SRR5168211	0.96042171762338	0.0395782823766201	"Chromosome"	"SRR5168211_202105251828_18_length_94486_cov_56.223985"	94486
GCA_002180195.1	SRR5168211	0.987108256263861	0.012891743736139	"Chromosome"	"SRR5168211_202105251828_19_length_92949_cov_54.611245"	92949
GCA_002180195.1	SRR5168211	0.985827725852773	0.0141722741472272	"Chromosome"	"SRR5168211_202105251828_20_length_76240_cov_65.274342"	76240
GCA_002180195.1	SRR5168211	0.932732959344205	0.0672670406557949	"Chromosome"	"SRR5168211_202105251828_21_length_74888_cov_54.783296"	74888
GCA_002180195.1	SRR5168211	0.979604814969413	0.0203951850305873	"Chromosome"	"SRR5168211_202105251828_22_length_70102_cov_57.732647"	70102
GCA_002180195.1	SRR5168211	0.980621643684053	0.0193783563159466	"Chromosome"	"SRR5168211_202105251828_23_length_59732_cov_50.218857"	59732
GCA_002180195.1	SRR5168211	0.118450095055667	0.881549904944333	"Plasmid"	"SRR5168211_202105251828_24_length_43878_cov_105.042239"	43878
GCA_002180195.1	SRR5168211	0.939696184125875	0.0603038158741248	"Chromosome"	"SRR5168211_202105251828_25_length_43646_cov_69.150026"	43646
GCA_002180195.1	SRR5168211	0.976582089377217	0.0234179106227829	"Chromosome"	"SRR5168211_202105251828_26_length_41646_cov_68.540355"	41646
GCA_002180195.1	SRR5168211	0.972784488205078	0.0272155117949223	"Chromosome"	"SRR5168211_202105251828_27_length_41282_cov_72.904313"	41282
GCA_002180195.1	SRR5168211	0.912851471981176	0.0871485280188237	"Chromosome"	"SRR5168211_202105251828_28_length_30045_cov_67.171435"	30045
GCA_002180195.1	SRR5168211	0.990556714074556	0.00944328592544386	"Chromosome"	"SRR5168211_202105251828_29_length_27876_cov_60.756964"	27876
GCA_002180195.1	SRR5168211	0.981797052927376	0.0182029470726242	"Chromosome"	"SRR5168211_202105251828_30_length_26686_cov_55.766896"	26686
GCA_002180195.1	SRR5168211	0.118958579740097	0.881041420259903	"Plasmid"	"SRR5168211_202105251828_31_length_25312_cov_113.345563"	25312
GCA_002180195.1	SRR5168211	0.990999319970016	0.00900068002998389	"Chromosome"	"SRR5168211_202105251828_32_length_23591_cov_63.722042"	23591
GCA_002180195.1	SRR5168211	0.932845349130547	0.0671546508694532	"Chromosome"	"SRR5168211_202105251828_33_length_14775_cov_55.406062"	14775
GCA_002180195.1	SRR5168211	0.995464099226467	0.00453590077353339	"Chromosome"	"SRR5168211_202105251828_34_length_13175_cov_84.351451"	13175
GCA_002180195.1	SRR5168211	0.466941155720742	0.533058844279258	"Plasmid"	"SRR5168211_202105251828_35_length_11576_cov_111.940431"	11576
GCA_002180195.1	SRR5168211	0.958762330000447	0.0412376699995531	"Chromosome"	"SRR5168211_202105251828_36_length_11154_cov_65.542033"	11154
GCA_002180195.1	SRR5168211	0.986271526980376	0.0137284730196242	"Chromosome"	"SRR5168211_202105251828_37_length_10776_cov_71.634520"	10776
GCA_002180195.1	SRR5168211	0.0785824726251423	0.921417527374858	"Plasmid"	"SRR5168211_202105251828_38_length_10524_cov_86.844240"	10524
GCA_002180195.1	SRR5168211	0.0466899767224055	0.953310023277595	"Plasmid"	"SRR5168211_202105251828_39_length_10305_cov_128.885930"	10305
GCA_002180195.1	SRR5168211	0.0510936951234946	0.948906304876505	"Plasmid"	"SRR5168211_202105251828_40_length_10186_cov_103.960433"	10186
GCA_002180195.1	SRR5168211	0.0979078436714848	0.902092156328515	"Plasmid"	"SRR5168211_202105251828_41_length_7748_cov_878.515812"	7748
GCA_002180195.1	SRR5168211	0.999632305583218	0.000367694416782416	"Chromosome"	"SRR5168211_202105251828_42_length_7293_cov_47.314541"	7293
GCA_002180195.1	SRR5168211	0.633285452651585	0.366714547348415	"Chromosome"	"SRR5168211_202105251828_43_length_6911_cov_77.740713"	6911
GCA_002180195.1	SRR5168211	0.00375948212573618	0.996240517874264	"Plasmid"	"SRR5168211_202105251828_44_length_5346_cov_204.973941"	5346
GCA_002180195.1	SRR5168211	0.992707088104355	0.0072929118956454	"Chromosome"	"SRR5168211_202105251828_45_length_4837_cov_536.176008"	4837
GCA_002180195.1	SRR5168211	0.893023581364302	0.106976418635698	"Chromosome"	"SRR5168211_202105251828_46_length_4390_cov_23.300962"	4390
GCA_002180195.1	SRR5168211	0.944578739318296	0.0554212606817043	"Chromosome"	"SRR5168211_202105251828_47_length_4369_cov_70.104668"	4369
GCA_002180195.1	SRR5168211	0.409121757745302	0.590878242254698	"Plasmid"	"SRR5168211_202105251828_48_length_4023_cov_136.513604"	4023
GCA_002180195.1	SRR5168211	0.0673733721449428	0.932626627855057	"Plasmid"	"SRR5168211_202105251828_49_length_3877_cov_139.743733"	3877
GCA_002180195.1	SRR5168211	0.991180088652944	0.00881991134705562	"Chromosome"	"SRR5168211_202105251828_50_length_3101_cov_10.627774"	3101
GCA_002180195.1	SRR5168211	0.946937131215945	0.0530628687840554	"Chromosome"	"SRR5168211_202105251828_51_length_3089_cov_60.075287"	3089
GCA_002180195.1	SRR5168211	0.908394660904373	0.0916053390956268	"Chromosome"	"SRR5168211_202105251828_52_length_2583_cov_231.294381"	2583
GCA_002180195.1	SRR5168211	0.493193676402158	0.506806323597842	"Plasmid"	"SRR5168211_202105251828_53_length_2532_cov_410.009148"	2532
GCA_002180195.1	SRR5168211	0.997926833625994	0.00207316637400601	"Chromosome"	"SRR5168211_202105251828_54_length_2490_cov_43.122302"	2490
GCA_002180195.1	SRR5168211	0.0440449994982921	0.955955000501708	"Plasmid"	"SRR5168211_202105251828_55_length_2148_cov_114.278080"	2148
GCA_002180195.1	SRR5168211	0.990628509467318	0.00937149053268227	"Chromosome"	"SRR5168211_202105251828_56_length_1753_cov_56.159287"	1753
GCA_002180195.1	SRR5168211	0.00989250044900436	0.990107499550996	"Plasmid"	"SRR5168211_202105251828_57_length_1593_cov_411.004775"	1593
GCA_002180195.1	SRR5168211	0.0530849652582432	0.946915034741757	"Plasmid"	"SRR5168211_202105251828_58_length_1530_cov_263.941554"	1530
GCA_002180195.1	SRR5168211	0.0392917818421091	0.960708218157891	"Plasmid"	"SRR5168211_202105251828_59_length_1480_cov_282.399852"	1480
GCA_002180195.1	SRR5168211	0.96571272235908	0.0342872776409203	"Chromosome"	"SRR5168211_202105251828_60_length_1300_cov_201.674339"	1300
GCA_002056635.1	SRR5168233	0.979152023253905	0.0208479767460947	"Chromosome"	"SRR5168233_202105251828_1_length_393350_cov_41.606915"	393350
GCA_002056635.1	SRR5168233	0.967051505868429	0.0329484941315706	"Chromosome"	"SRR5168233_202105251828_2_length_360340_cov_41.007670"	360340
GCA_002056635.1	SRR5168233	0.967438055234305	0.032561944765695	"Chromosome"	"SRR5168233_202105251828_3_length_342642_cov_47.113428"	342642
GCA_002056635.1	SRR5168233	0.982266425540279	0.0177335744597213	"Chromosome"	"SRR5168233_202105251828_4_length_338283_cov_38.281018"	338283
GCA_002056635.1	SRR5168233	0.975459353489258	0.0245406465107423	"Chromosome"	"SRR5168233_202105251828_5_length_336317_cov_51.125756"	336317
GCA_002056635.1	SRR5168233	0.97796498601889	0.0220350139811104	"Chromosome"	"SRR5168233_202105251828_6_length_246502_cov_49.181735"	246502
GCA_002056635.1	SRR5168233	0.981006540059198	0.0189934599408024	"Chromosome"	"SRR5168233_202105251828_7_length_229880_cov_40.963382"	229880
GCA_002056635.1	SRR5168233	0.968437137852328	0.0315628621476721	"Chromosome"	"SRR5168233_202105251828_8_length_222720_cov_52.317404"	222720
GCA_002056635.1	SRR5168233	0.961611278611218	0.0383887213887824	"Chromosome"	"SRR5168233_202105251828_9_length_209483_cov_49.847771"	209483
GCA_002056635.1	SRR5168233	0.985164583441198	0.0148354165588017	"Chromosome"	"SRR5168233_202105251828_10_length_200607_cov_43.302988"	200607
GCA_002056635.1	SRR5168233	0.969307284292168	0.0306927157078324	"Chromosome"	"SRR5168233_202105251828_11_length_196197_cov_50.318090"	196197
